Date,Ticker,Close,inflation_rate,interest_rate,gdp_growth,unemployment_rate,exchange_rate,FTSE100_Index
2015-04-15,AZN.L,4857.5,99.9,0.4574,0.4565502418,5.6,1.4782,7096.7998046875
2015-04-16,AZN.L,4828.5,99.9,0.4574,0.4565502418,5.6,1.4923,7060.5
2015-04-17,AZN.L,4750.0,99.9,0.4574,0.4565502418,5.6,1.4942,6994.60009765625
2015-04-20,AZN.L,4803.0,99.9,0.4574,0.4565502418,5.6,1.4913,7052.10009765625
2015-04-21,AZN.L,4855.0,99.9,0.4574,0.4565502418,5.6,1.4944,7062.89990234375
2015-04-22,AZN.L,4863.0,99.9,0.4574,0.4565502418,5.6,1.5027,7028.2001953125
2015-04-23,AZN.L,4830.0,99.9,0.4574,0.4565502418,5.6,1.5047,7053.7001953125
2015-04-24,AZN.L,4749.5,99.9,0.4574,0.4565502418,5.6,1.5176,7070.7001953125
2015-04-27,AZN.L,4705.5,99.9,0.4574,0.4565502418,5.6,1.5235,7104.0
2015-04-28,AZN.L,4548.0,99.9,0.4574,0.4565502418,5.6,1.5328,7030.5
2015-04-29,AZN.L,4457.5,99.9,0.4574,0.4565502418,5.6,1.5485,6946.2998046875
2015-04-30,AZN.L,4496.5,99.9,0.4574,0.4565502418,5.6,1.5328,6960.60009765625
2015-05-01,AZN.L,4461.5,100.1,0.462,0.4565502418,5.6,1.5137,6986.0
2015-05-05,AZN.L,4439.0,100.1,0.462,0.4565502418,5.6,1.5178,6927.60009765625
2015-05-06,AZN.L,4413.5,100.1,0.462,0.4565502418,5.6,1.5244,6933.7001953125
2015-05-07,AZN.L,4407.0,100.1,0.462,0.4565502418,5.6,1.5223,6887.0
2015-05-08,AZN.L,4532.0,100.1,0.462,0.4565502418,5.6,1.5455,7046.7998046875
2015-05-11,AZN.L,4528.0,100.1,0.462,0.4565502418,5.6,1.5593,7029.89990234375
2015-05-12,AZN.L,4400.0,100.1,0.462,0.4565502418,5.6,1.5685,6933.7998046875
2015-05-13,AZN.L,4390.0,100.1,0.462,0.4565502418,5.6,1.5748,6949.60009765625
2015-05-14,AZN.L,4434.5,100.1,0.462,0.4565502418,5.6,1.5766,6973.0
2015-05-15,AZN.L,4367.5,100.1,0.462,0.4565502418,5.6,1.5772,6960.5
2015-05-18,AZN.L,4390.0,100.1,0.462,0.4565502418,5.6,1.5679,6968.89990234375
2015-05-19,AZN.L,4403.5,100.1,0.462,0.4565502418,5.6,1.5523,6995.10009765625
2015-05-20,AZN.L,4393.0,100.1,0.462,0.4565502418,5.6,1.5544,7007.2998046875
2015-05-21,AZN.L,4425.0,100.1,0.462,0.4565502418,5.6,1.5672,7013.5
2015-05-22,AZN.L,4473.5,100.1,0.462,0.4565502418,5.6,1.5484,7031.7001953125
2015-05-26,AZN.L,4373.5,100.1,0.462,0.4565502418,5.6,1.5398,6949.0
2015-05-27,AZN.L,4468.5,100.1,0.462,0.4565502418,5.6,1.5324,7033.2998046875
2015-05-28,AZN.L,4492.0,100.1,0.462,0.4565502418,5.6,1.5291,7040.89990234375
2015-05-29,AZN.L,4372.5,100.1,0.462,0.4565502418,5.6,1.5286,6984.39990234375
2015-06-01,AZN.L,4366.5,100.1,0.4566,0.4565502418,5.5,1.5187,6953.60009765625
