Date,Ticker,Close,inflation_rate,interest_rate,gdp_growth,unemployment_rate,exchange_rate,FTSE100_Index
2018-06-07,BP.L,589.5999755859375,105.9,0.4507,0.2175628376,4.0,1.3427,7704.39990234375
2018-06-08,BP.L,583.7999877929688,105.9,0.4507,0.2175628376,4.0,1.3406,7681.10009765625
2018-06-11,BP.L,586.5999755859375,105.9,0.4507,0.2175628376,4.0,1.3386,7737.39990234375
2018-06-12,BP.L,578.5,105.9,0.4507,0.2175628376,4.0,1.3416,7703.7998046875
2018-06-13,BP.L,573.2999877929688,105.9,0.4507,0.2175628376,4.0,1.3378,7703.7001953125
2018-06-14,BP.L,585.5,105.9,0.4507,0.2175628376,4.0,1.3333,7765.7998046875
2018-06-15,BP.L,565.0,105.9,0.4507,0.2175628376,4.0,1.3283,7633.89990234375
2018-06-18,BP.L,571.7999877929688,105.9,0.4507,0.2175628376,4.0,1.3247,7631.2998046875
2018-06-19,BP.L,570.7000122070312,105.9,0.4507,0.2175628376,4.0,1.3172,7603.89990234375
2018-06-20,BP.L,564.4000244140625,105.9,0.4507,0.2175628376,4.0,1.3213,7627.39990234375
2018-06-21,BP.L,559.5,105.9,0.4507,0.2175628376,4.0,1.3251,7556.39990234375
2018-06-22,BP.L,576.5999755859375,105.9,0.4507,0.2175628376,4.0,1.3258,7682.2998046875
2018-06-25,BP.L,557.0,105.9,0.4507,0.2175628376,4.0,1.3273,7509.7998046875
2018-06-26,BP.L,563.4000244140625,105.9,0.4507,0.2175628376,4.0,1.3243,7537.89990234375
2018-06-27,BP.L,582.2999877929688,105.9,0.4507,0.2175628376,4.0,1.3139,7621.7001953125
2018-06-28,BP.L,582.5,105.9,0.4507,0.2175628376,4.0,1.3095,7615.60009765625
2018-06-29,BP.L,578.2999877929688,105.9,0.4507,0.2175628376,4.0,1.3197,7636.89990234375
2018-07-02,BP.L,573.2000122070312,105.9,0.4545,0.3170644428,4.0,1.3133,7547.89990234375
2018-07-03,BP.L,581.4000244140625,105.9,0.4545,0.3170644428,4.0,1.3174,7593.2998046875
2018-07-04,BP.L,580.0,105.9,0.4545,0.3170644428,4.0,1.3174,7573.10009765625
2018-07-05,BP.L,582.5,105.9,0.4545,0.3170644428,4.0,1.3228,7603.2001953125
2018-07-06,BP.L,579.0999755859375,105.9,0.4545,0.3170644428,4.0,1.3262,7617.7001953125
2018-07-09,BP.L,584.5999755859375,105.9,0.4545,0.3170644428,4.0,1.3202,7688.0
2018-07-10,BP.L,589.5,105.9,0.4545,0.3170644428,4.0,1.3266,7692.0
2018-07-11,BP.L,570.7000122070312,105.9,0.4545,0.3170644428,4.0,1.3241,7592.0
2018-07-12,BP.L,571.4000244140625,105.9,0.4545,0.3170644428,4.0,1.3238,7651.2998046875
2018-07-13,BP.L,570.7999877929688,105.9,0.4545,0.3170644428,4.0,1.3216,7661.89990234375
2018-07-16,BP.L,557.5,105.9,0.4545,0.3170644428,4.0,1.3236,7600.5
2018-07-17,BP.L,560.2000122070312,105.9,0.4545,0.3170644428,4.0,1.3161,7626.2998046875
2018-07-18,BP.L,562.2000122070312,105.9,0.4545,0.3170644428,4.0,1.305,7676.2998046875
2018-07-19,BP.L,569.9000244140625,105.9,0.4545,0.3170644428,4.0,1.2987,7684.0
2018-07-20,BP.L,567.2999877929688,105.9,0.4545,0.3170644428,4.0,1.3114,7678.7998046875
2018-07-23,BP.L,566.9000244140625,105.9,0.4545,0.3170644428,4.0,1.3105,7655.7998046875
2018-07-24,BP.L,568.0999755859375,105.9,0.4545,0.3170644428,4.0,1.3135,7709.10009765625
2018-07-25,BP.L,566.0,105.9,0.4545,0.3170644428,4.0,1.315,7658.2998046875
2018-07-26,BP.L,564.5,105.9,0.4545,0.3170644428,4.0,1.3119,7663.2001953125
2018-07-27,BP.L,567.2999877929688,105.9,0.4545,0.3170644428,4.0,1.3118,7701.2998046875
2018-07-30,BP.L,565.5,105.9,0.4545,0.3170644428,4.0,1.314,7700.89990234375
2018-07-31,BP.L,573.2999877929688,105.9,0.4545,0.3170644428,4.0,1.3125,7748.7998046875
2018-08-01,BP.L,563.2000122070312,106.5,0.6911,0.3170644428,4.1,1.312,7652.89990234375
2018-08-02,BP.L,556.2000122070312,106.5,0.6911,0.3170644428,4.1,1.3035,7575.89990234375
2018-08-03,BP.L,560.5,106.5,0.6911,0.3170644428,4.1,1.3021,7659.10009765625
2018-08-06,BP.L,566.7999877929688,106.5,0.6911,0.3170644428,4.1,1.2947,7663.7998046875
2018-08-07,BP.L,576.2999877929688,106.5,0.6911,0.3170644428,4.1,1.2957,7718.5
2018-08-08,BP.L,576.7000122070312,106.5,0.6911,0.3170644428,4.1,1.288,7776.7001953125
2018-08-09,BP.L,564.4000244140625,106.5,0.6911,0.3170644428,4.1,1.287,7741.7998046875
2018-08-10,BP.L,556.0,106.5,0.6911,0.3170644428,4.1,1.2769,7667.0
2018-08-13,BP.L,558.2999877929688,106.5,0.6911,0.3170644428,4.1,1.2757,7642.5
2018-08-14,BP.L,555.2999877929688,106.5,0.6911,0.3170644428,4.1,1.2738,7611.60009765625
2018-08-15,BP.L,545.0,106.5,0.6911,0.3170644428,4.1,1.2685,7497.89990234375
2018-08-16,BP.L,548.5999755859375,106.5,0.6911,0.3170644428,4.1,1.2722,7556.39990234375
2018-08-17,BP.L,548.5999755859375,106.5,0.6911,0.3170644428,4.1,1.2735,7558.60009765625
2018-08-20,BP.L,551.9000244140625,106.5,0.6911,0.3170644428,4.1,1.2765,7591.2998046875
2018-08-21,BP.L,551.5999755859375,106.5,0.6911,0.3170644428,4.1,1.286,7565.7001953125
2018-08-22,BP.L,554.5999755859375,106.5,0.6911,0.3170644428,4.1,1.291,7574.2001953125
2018-08-23,BP.L,557.5,106.5,0.6911,0.3170644428,4.1,1.283,7563.2001953125
2018-08-24,BP.L,563.7000122070312,106.5,0.6911,0.3170644428,4.1,1.2858,7577.5
2018-08-28,BP.L,559.7000122070312,106.5,0.6911,0.3170644428,4.1,1.2886,7617.2001953125
2018-08-29,BP.L,554.5999755859375,106.5,0.6911,0.3170644428,4.1,1.3006,7563.2001953125
2018-08-30,BP.L,556.5,106.5,0.6911,0.3170644428,4.1,1.2997,7516.0
2018-08-31,BP.L,547.2999877929688,106.5,0.6911,0.3170644428,4.1,1.2964,7432.39990234375
2018-09-03,BP.L,553.7000122070312,106.6,0.7012,0.3170644428,4.1,1.2964,7504.60009765625
2018-09-04,BP.L,552.9000244140625,106.6,0.7012,0.3170644428,4.1,1.2833,7457.89990234375
2018-09-05,BP.L,546.2999877929688,106.6,0.7012,0.3170644428,4.1,1.2903,7383.2998046875
2018-09-06,BP.L,541.2000122070312,106.6,0.7012,0.3170644428,4.1,1.2933,7319.0
2018-09-07,BP.L,536.9000244140625,106.6,0.7012,0.3170644428,4.1,1.2934,7277.7001953125
2018-09-10,BP.L,538.5,106.6,0.7012,0.3170644428,4.1,1.3026,7279.2998046875
2018-09-11,BP.L,544.0,106.6,0.7012,0.3170644428,4.1,1.3015,7273.5
2018-09-12,BP.L,552.9000244140625,106.6,0.7012,0.3170644428,4.1,1.3029,7313.39990234375
2018-09-13,BP.L,549.0,106.6,0.7012,0.3170644428,4.1,1.3104,7281.60009765625
2018-09-14,BP.L,550.4000244140625,106.6,0.7012,0.3170644428,4.1,1.3084,7304.0
2018-09-17,BP.L,548.7000122070312,106.6,0.7012,0.3170644428,4.1,1.3146,7302.10009765625
2018-09-18,BP.L,550.0999755859375,106.6,0.7012,0.3170644428,4.1,1.3158,7300.2001953125
2018-09-19,BP.L,553.4000244140625,106.6,0.7012,0.3170644428,4.1,1.3162,7331.10009765625
2018-09-20,BP.L,555.5,106.6,0.7012,0.3170644428,4.1,1.3237,7367.2998046875
2018-09-21,BP.L,567.0,106.6,0.7012,0.3170644428,4.1,1.3067,7490.2001953125
2018-09-24,BP.L,570.0999755859375,106.6,0.7012,0.3170644428,4.1,1.3128,7458.39990234375
2018-09-25,BP.L,586.7000122070312,106.6,0.7012,0.3170644428,4.1,1.3162,7507.60009765625
2018-09-26,BP.L,586.0,106.6,0.7012,0.3170644428,4.1,1.3182,7511.5
2018-09-27,BP.L,593.2999877929688,106.6,0.7012,0.3170644428,4.1,1.3104,7545.39990234375
2018-09-28,BP.L,589.2999877929688,106.6,0.7012,0.3170644428,4.1,1.3053,7510.2001953125
2018-10-01,BP.L,595.2999877929688,106.7,0.7011,0.1297518992,4.0,1.3032,7495.7001953125
2018-10-02,BP.L,597.0,106.7,0.7011,0.1297518992,4.0,1.2984,7474.60009765625
2018-10-03,BP.L,597.9000244140625,106.7,0.7011,0.1297518992,4.0,1.2993,7510.2998046875
2018-10-04,BP.L,598.2999877929688,106.7,0.7011,0.1297518992,4.0,1.3014,7418.2998046875
2018-10-05,BP.L,588.5,106.7,0.7011,0.1297518992,4.0,1.3101,7318.5
2018-10-08,BP.L,576.5999755859375,106.7,0.7011,0.1297518992,4.0,1.3101,7233.2998046875
2018-10-09,BP.L,579.0,106.7,0.7011,0.1297518992,4.0,1.3139,7237.60009765625
2018-10-10,BP.L,569.2000122070312,106.7,0.7011,0.1297518992,4.0,1.3206,7145.7001953125
2018-10-11,BP.L,554.4000244140625,106.7,0.7011,0.1297518992,4.0,1.3193,7006.89990234375
2018-10-12,BP.L,558.0,106.7,0.7011,0.1297518992,4.0,1.3154,6995.89990234375
2018-10-15,BP.L,559.4000244140625,106.7,0.7011,0.1297518992,4.0,1.3168,7029.2001953125
2018-10-16,BP.L,560.0999755859375,106.7,0.7011,0.1297518992,4.0,1.321,7059.39990234375
2018-10-17,BP.L,558.2999877929688,106.7,0.7011,0.1297518992,4.0,1.3137,7054.60009765625
2018-10-18,BP.L,554.5,106.7,0.7011,0.1297518992,4.0,1.3061,7027.0
2018-10-19,BP.L,557.5,106.7,0.7011,0.1297518992,4.0,1.3045,7049.7998046875
2018-10-22,BP.L,550.7999877929688,106.7,0.7011,0.1297518992,4.0,1.2974,7042.7998046875
2018-10-23,BP.L,533.2000122070312,106.7,0.7011,0.1297518992,4.0,1.2982,6955.2001953125
2018-10-24,BP.L,532.9000244140625,106.7,0.7011,0.1297518992,4.0,1.2898,6963.0
2018-10-25,BP.L,535.5,106.7,0.7011,0.1297518992,4.0,1.2827,7004.10009765625
2018-10-26,BP.L,528.0999755859375,106.7,0.7011,0.1297518992,4.0,1.2826,6939.60009765625
2018-10-29,BP.L,535.2000122070312,106.7,0.7011,0.1297518992,4.0,1.2807,7026.2998046875
2018-10-30,BP.L,546.0,106.7,0.7011,0.1297518992,4.0,1.2731,7035.89990234375
2018-10-31,BP.L,567.2999877929688,106.7,0.7011,0.1297518992,4.0,1.2779,7128.10009765625
2018-11-01,BP.L,541.5,106.9,0.7017,0.1297518992,4.0,1.2974,7114.7001953125
2018-11-02,BP.L,533.2999877929688,106.9,0.7017,0.1297518992,4.0,1.2965,7094.10009765625
2018-11-05,BP.L,542.0999755859375,106.9,0.7017,0.1297518992,4.0,1.302,7103.7998046875
2018-11-06,BP.L,539.5999755859375,106.9,0.7017,0.1297518992,4.0,1.3076,7040.7001953125
2018-11-07,BP.L,544.2999877929688,106.9,0.7017,0.1297518992,4.0,1.3144,7117.2998046875
2018-11-08,BP.L,529.0,106.9,0.7017,0.1297518992,4.0,1.3116,7140.7001953125
2018-11-09,BP.L,523.9000244140625,106.9,0.7017,0.1297518992,4.0,1.2978,7105.2998046875
2018-11-12,BP.L,528.0999755859375,106.9,0.7017,0.1297518992,4.0,1.2978,7053.10009765625
2018-11-13,BP.L,513.5,106.9,0.7017,0.1297518992,4.0,1.3031,7053.7998046875
2018-11-14,BP.L,512.0999755859375,106.9,0.7017,0.1297518992,4.0,1.3011,7033.7998046875
2018-11-15,BP.L,527.0,106.9,0.7017,0.1297518992,4.0,1.2749,7038.0
2018-11-16,BP.L,524.9000244140625,106.9,0.7017,0.1297518992,4.0,1.2839,7013.89990234375
2018-11-19,BP.L,522.7000122070312,106.9,0.7017,0.1297518992,4.0,1.2842,7000.89990234375
2018-11-20,BP.L,519.0,106.9,0.7017,0.1297518992,4.0,1.2809,6947.89990234375
2018-11-21,BP.L,530.7000122070312,106.9,0.7017,0.1297518992,4.0,1.2776,7050.2001953125
2018-11-22,BP.L,525.2000122070312,106.9,0.7017,0.1297518992,4.0,1.2776,6960.2998046875
2018-11-23,BP.L,512.5999755859375,106.9,0.7017,0.1297518992,4.0,1.2804,6952.89990234375
2018-11-26,BP.L,524.7999877929688,106.9,0.7017,0.1297518992,4.0,1.2809,7036.0
2018-11-27,BP.L,524.2999877929688,106.9,0.7017,0.1297518992,4.0,1.2729,7016.89990234375
2018-11-28,BP.L,523.5999755859375,106.9,0.7017,0.1297518992,4.0,1.2766,7004.5
2018-11-29,BP.L,522.0999755859375,106.9,0.7017,0.1297518992,4.0,1.2789,7039.0
2018-11-30,BP.L,520.0,106.9,0.7017,0.1297518992,4.0,1.2772,6980.2001953125
2018-12-03,BP.L,532.0,107.1,0.7026,0.1297518992,3.9,1.2742,7062.39990234375
2018-12-04,BP.L,537.0,107.1,0.7026,0.1297518992,3.9,1.2719,7022.7998046875
2018-12-05,BP.L,527.0,107.1,0.7026,0.1297518992,3.9,1.2719,6921.7998046875
2018-12-06,BP.L,503.2999877929688,107.1,0.7026,0.1297518992,3.9,1.2777,6704.10009765625
2018-12-07,BP.L,514.7999877929688,107.1,0.7026,0.1297518992,3.9,1.2749,6778.10009765625
2018-12-10,BP.L,509.1000061035156,107.1,0.7026,0.1297518992,3.9,1.2558,6721.5
2018-12-11,BP.L,516.7999877929688,107.1,0.7026,0.1297518992,3.9,1.2524,6806.89990234375
2018-12-12,BP.L,516.5,107.1,0.7026,0.1297518992,3.9,1.2658,6880.2001953125
2018-12-13,BP.L,514.2000122070312,107.1,0.7026,0.1297518992,3.9,1.2635,6877.5
2018-12-14,BP.L,512.7000122070312,107.1,0.7026,0.1297518992,3.9,1.257,6845.2001953125
2018-12-17,BP.L,508.6000061035156,107.1,0.7026,0.1297518992,3.9,1.2606,6773.2001953125
2018-12-18,BP.L,497.2999877929688,107.1,0.7026,0.1297518992,3.9,1.2644,6701.60009765625
2018-12-19,BP.L,502.5,107.1,0.7026,0.1297518992,3.9,1.2669,6765.89990234375
2018-12-20,BP.L,492.3999938964844,107.1,0.7026,0.1297518992,3.9,1.265,6711.89990234375
2018-12-21,BP.L,495.2000122070313,107.1,0.7026,0.1297518992,3.9,1.2681,6721.2001953125
2018-12-24,BP.L,498.8999938964844,107.1,0.7026,0.1297518992,3.9,1.2681,6686.0
2018-12-27,BP.L,485.8500061035156,107.1,0.7026,0.1297518992,3.9,1.2627,6584.7001953125
2018-12-28,BP.L,502.7000122070313,107.1,0.7026,0.1297518992,3.9,1.2699,6734.0
2018-12-31,BP.L,495.9500122070313,107.1,0.7026,0.1297518992,3.9,1.2763,6728.10009765625
2019-01-02,BP.L,507.2999877929688,106.4,0.7053,0.5038361638,4.0,1.2598,6734.2001953125
2019-01-03,BP.L,508.7000122070313,106.4,0.7053,0.5038361638,4.0,1.2633,6692.7001953125
2019-01-04,BP.L,520.7999877929688,106.4,0.7053,0.5038361638,4.0,1.274,6837.39990234375
2019-01-07,BP.L,520.7999877929688,106.4,0.7053,0.5038361638,4.0,1.2757,6810.89990234375
2019-01-08,BP.L,519.7999877929688,106.4,0.7053,0.5038361638,4.0,1.2724,6861.60009765625
2019-01-09,BP.L,522.9000244140625,106.4,0.7053,0.5038361638,4.0,1.2764,6906.60009765625
2019-01-10,BP.L,527.0,106.4,0.7053,0.5038361638,4.0,1.2768,6942.89990234375
2019-01-11,BP.L,521.2000122070312,106.4,0.7053,0.5038361638,4.0,1.2836,6918.2001953125
2019-01-14,BP.L,520.7999877929688,106.4,0.7053,0.5038361638,4.0,1.2836,6855.0
2019-01-15,BP.L,522.7000122070312,106.4,0.7053,0.5038361638,4.0,1.2761,6895.0
2019-01-16,BP.L,516.0,106.4,0.7053,0.5038361638,4.0,1.2862,6862.7001953125
2019-01-17,BP.L,511.0,106.4,0.7053,0.5038361638,4.0,1.294,6834.89990234375
2019-01-18,BP.L,523.2999877929688,106.4,0.7053,0.5038361638,4.0,1.2898,6968.2998046875
2019-01-21,BP.L,522.0999755859375,106.4,0.7053,0.5038361638,4.0,1.2898,6970.60009765625
2019-01-22,BP.L,512.5999755859375,106.4,0.7053,0.5038361638,4.0,1.2955,6901.39990234375
2019-01-23,BP.L,508.5,106.4,0.7053,0.5038361638,4.0,1.3074,6842.89990234375
2019-01-24,BP.L,511.8999938964844,106.4,0.7053,0.5038361638,4.0,1.3027,6819.0
2019-01-25,BP.L,506.8999938964844,106.4,0.7053,0.5038361638,4.0,1.3176,6809.2001953125
2019-01-28,BP.L,494.8999938964844,106.4,0.7053,0.5038361638,4.0,1.3158,6747.10009765625
2019-01-29,BP.L,503.0,106.4,0.7053,0.5038361638,4.0,1.3146,6833.89990234375
2019-01-30,BP.L,511.3999938964844,106.4,0.7053,0.5038361638,4.0,1.3062,6941.60009765625
2019-01-31,BP.L,520.0999755859375,106.4,0.7053,0.5038361638,4.0,1.3135,6968.89990234375
2019-02-01,BP.L,521.5,106.8,0.7061,0.5038361638,3.8,1.3094,7020.2001953125
2019-02-04,BP.L,520.0999755859375,106.8,0.7061,0.5038361638,3.8,1.3068,7034.10009765625
2019-02-05,BP.L,547.0,106.8,0.7061,0.5038361638,3.8,1.2947,7177.39990234375
2019-02-06,BP.L,554.0,106.8,0.7061,0.5038361638,3.8,1.2956,7173.10009765625
2019-02-07,BP.L,547.2999877929688,106.8,0.7061,0.5038361638,3.8,1.2966,7093.60009765625
2019-02-08,BP.L,544.0,106.8,0.7061,0.5038361638,3.8,1.2933,7071.2001953125
2019-02-11,BP.L,544.2999877929688,106.8,0.7061,0.5038361638,3.8,1.2862,7129.10009765625
2019-02-12,BP.L,545.2000122070312,106.8,0.7061,0.5038361638,3.8,1.2887,7133.10009765625
2019-02-13,BP.L,551.2000122070312,106.8,0.7061,0.5038361638,3.8,1.2865,7190.7998046875
2019-02-14,BP.L,540.9000244140625,106.8,0.7061,0.5038361638,3.8,1.2793,7197.0
2019-02-15,BP.L,543.5,106.8,0.7061,0.5038361638,3.8,1.2857,7236.7001953125
2019-02-18,BP.L,538.0,106.8,0.7061,0.5038361638,3.8,1.2857,7219.5
2019-02-19,BP.L,536.7999877929688,106.8,0.7061,0.5038361638,3.8,1.3036,7179.2001953125
2019-02-20,BP.L,539.4000244140625,106.8,0.7061,0.5038361638,3.8,1.3036,7228.60009765625
2019-02-21,BP.L,538.9000244140625,106.8,0.7061,0.5038361638,3.8,1.306,7167.39990234375
2019-02-22,BP.L,537.0999755859375,106.8,0.7061,0.5038361638,3.8,1.3067,7178.60009765625
2019-02-25,BP.L,537.0,106.8,0.7061,0.5038361638,3.8,1.3059,7183.7001953125
2019-02-26,BP.L,533.0,106.8,0.7061,0.5038361638,3.8,1.3252,7151.10009765625
2019-02-27,BP.L,534.0,106.8,0.7061,0.5038361638,3.8,1.3318,7107.2001953125
2019-02-28,BP.L,534.4000244140625,106.8,0.7061,0.5038361638,3.8,1.3274,7074.7001953125
2019-03-01,BP.L,533.0,107.0,0.7053,0.5038361638,3.8,1.3222,7106.7001953125
2019-03-04,BP.L,536.0999755859375,107.0,0.7053,0.5038361638,3.8,1.3186,7134.39990234375
2019-03-05,BP.L,538.2999877929688,107.0,0.7053,0.5038361638,3.8,1.3141,7183.39990234375
2019-03-06,BP.L,538.0,107.0,0.7053,0.5038361638,3.8,1.3148,7196.0
2019-03-07,BP.L,540.7000122070312,107.0,0.7053,0.5038361638,3.8,1.3107,7157.60009765625
2019-03-08,BP.L,534.2999877929688,107.0,0.7053,0.5038361638,3.8,1.301,7104.2998046875
2019-03-11,BP.L,535.5999755859375,107.0,0.7053,0.5038361638,3.8,1.3095,7130.60009765625
2019-03-12,BP.L,536.5999755859375,107.0,0.7053,0.5038361638,3.8,1.3101,7151.2001953125
2019-03-13,BP.L,547.7999877929688,107.0,0.7053,0.5038361638,3.8,1.323,7159.2001953125
2019-03-14,BP.L,549.9000244140625,107.0,0.7053,0.5038361638,3.8,1.3281,7185.39990234375
2019-03-15,BP.L,544.5,107.0,0.7053,0.5038361638,3.8,1.3278,7228.2998046875
2019-03-18,BP.L,554.0,107.0,0.7053,0.5038361638,3.8,1.3223,7299.2001953125
2019-03-19,BP.L,558.5,107.0,0.7053,0.5038361638,3.8,1.3263,7324.0
2019-03-20,BP.L,556.2000122070312,107.0,0.7053,0.5038361638,3.8,1.3191,7291.0
2019-03-21,BP.L,563.7999877929688,107.0,0.7053,0.5038361638,3.8,1.3073,7355.2998046875
2019-03-22,BP.L,552.0999755859375,107.0,0.7053,0.5038361638,3.8,1.3219,7207.60009765625
2019-03-25,BP.L,548.2000122070312,107.0,0.7053,0.5038361638,3.8,1.3203,7177.60009765625
2019-03-26,BP.L,550.5999755859375,107.0,0.7053,0.5038361638,3.8,1.3215,7196.2998046875
2019-03-27,BP.L,545.7999877929688,107.0,0.7053,0.5038361638,3.8,1.3192,7194.2001953125
2019-03-28,BP.L,550.5999755859375,107.0,0.7053,0.5038361638,3.8,1.3088,7234.2998046875
2019-03-29,BP.L,558.5,107.0,0.7053,0.5038361638,3.8,1.3032,7279.2001953125
2019-04-01,BP.L,559.2000122070312,107.6,0.7081,0.2132372397,3.8,1.3144,7317.39990234375
2019-04-02,BP.L,563.7999877929688,107.6,0.7081,0.2132372397,3.8,1.3035,7391.10009765625
2019-04-03,BP.L,560.2999877929688,107.6,0.7081,0.2132372397,3.8,1.3181,7418.2998046875
2019-04-04,BP.L,559.5999755859375,107.6,0.7081,0.2132372397,3.8,1.3072,7401.89990234375
2019-04-05,BP.L,568.5999755859375,107.6,0.7081,0.2132372397,3.8,1.301,7446.89990234375
2019-04-08,BP.L,578.2000122070312,107.6,0.7081,0.2132372397,3.8,1.3048,7451.89990234375
2019-04-09,BP.L,574.0,107.6,0.7081,0.2132372397,3.8,1.3048,7425.60009765625
2019-04-10,BP.L,576.2000122070312,107.6,0.7081,0.2132372397,3.8,1.31,7421.89990234375
2019-04-11,BP.L,572.5999755859375,107.6,0.7081,0.2132372397,3.8,1.3068,7418.0
2019-04-12,BP.L,570.5999755859375,107.6,0.7081,0.2132372397,3.8,1.3086,7437.10009765625
2019-04-15,BP.L,569.9000244140625,107.6,0.7081,0.2132372397,3.8,1.3105,7436.89990234375
2019-04-16,BP.L,568.0999755859375,107.6,0.7081,0.2132372397,3.8,1.3049,7469.89990234375
2019-04-17,BP.L,572.0,107.6,0.7081,0.2132372397,3.8,1.3036,7471.2998046875
2019-04-18,BP.L,567.7000122070312,107.6,0.7081,0.2132372397,3.8,1.3003,7459.89990234375
2019-04-23,BP.L,582.5,107.6,0.7081,0.2132372397,3.8,1.2943,7523.10009765625
2019-04-24,BP.L,570.2000122070312,107.6,0.7081,0.2132372397,3.8,1.2947,7471.7998046875
2019-04-25,BP.L,569.2999877929688,107.6,0.7081,0.2132372397,3.8,1.2901,7434.10009765625
2019-04-26,BP.L,556.0999755859375,107.6,0.7081,0.2132372397,3.8,1.293,7428.2001953125
2019-04-29,BP.L,552.5,107.6,0.7081,0.2132372397,3.8,1.2924,7440.7001953125
2019-04-30,BP.L,559.0,107.6,0.7081,0.2132372397,3.8,1.303,7418.2001953125
2019-05-01,BP.L,552.0,107.9,0.7094,0.2132372397,3.9,1.3091,7385.2998046875
2019-05-02,BP.L,547.5,107.9,0.7094,0.2132372397,3.9,1.3032,7351.2998046875
2019-05-03,BP.L,548.0999755859375,107.9,0.7094,0.2132372397,3.9,1.3139,7380.60009765625
2019-05-07,BP.L,533.2000122070312,107.9,0.7094,0.2132372397,3.9,1.3052,7260.5
2019-05-08,BP.L,538.2999877929688,107.9,0.7094,0.2132372397,3.9,1.3014,7271.0
2019-05-09,BP.L,525.5,107.9,0.7094,0.2132372397,3.9,1.3013,7207.39990234375
2019-05-10,BP.L,524.2000122070312,107.9,0.7094,0.2132372397,3.9,1.3036,7203.2998046875
2019-05-13,BP.L,526.2999877929688,107.9,0.7094,0.2132372397,3.9,1.2961,7163.7001953125
2019-05-14,BP.L,534.5999755859375,107.9,0.7094,0.2132372397,3.9,1.2921,7241.60009765625
2019-05-15,BP.L,539.4000244140625,107.9,0.7094,0.2132372397,3.9,1.2878,7297.0
2019-05-16,BP.L,549.7000122070312,107.9,0.7094,0.2132372397,3.9,1.2803,7353.5
2019-05-17,BP.L,556.0,107.9,0.7094,0.2132372397,3.9,1.2723,7348.60009765625
2019-05-20,BP.L,557.2000122070312,107.9,0.7094,0.2132372397,3.9,1.2718,7310.89990234375
2019-05-21,BP.L,560.0999755859375,107.9,0.7094,0.2132372397,3.9,1.2747,7328.89990234375
2019-05-22,BP.L,560.5,107.9,0.7094,0.2132372397,3.9,1.2674,7334.2001953125
2019-05-23,BP.L,544.0999755859375,107.9,0.7094,0.2132372397,3.9,1.2666,7231.0
2019-05-24,BP.L,544.5,107.9,0.7094,0.2132372397,3.9,1.27,7277.7001953125
2019-05-28,BP.L,545.5,107.9,0.7094,0.2132372397,3.9,1.2668,7269.0
2019-05-29,BP.L,541.2999877929688,107.9,0.7094,0.2132372397,3.9,1.2631,7185.2998046875
2019-05-30,BP.L,541.2999877929688,107.9,0.7094,0.2132372397,3.9,1.2619,7218.2001953125
2019-05-31,BP.L,540.0999755859375,107.9,0.7094,0.2132372397,3.9,1.262,7161.7001953125
2019-06-03,BP.L,544.0,107.9,0.7085,0.2132372397,3.9,1.2621,7184.7998046875
2019-06-04,BP.L,544.5999755859375,107.9,0.7085,0.2132372397,3.9,1.2675,7214.2998046875
2019-06-05,BP.L,537.5999755859375,107.9,0.7085,0.2132372397,3.9,1.2706,7220.2001953125
2019-06-06,BP.L,543.5,107.9,0.7085,0.2132372397,3.9,1.2713,7259.89990234375
2019-06-07,BP.L,551.7999877929688,107.9,0.7085,0.2132372397,3.9,1.274,7331.89990234375
2019-06-10,BP.L,555.5,107.9,0.7085,0.2132372397,3.9,1.2684,7375.5
2019-06-11,BP.L,557.0,107.9,0.7085,0.2132372397,3.9,1.2724,7398.5
2019-06-12,BP.L,540.7999877929688,107.9,0.7085,0.2132372397,3.9,1.2693,7367.60009765625
2019-06-13,BP.L,539.0,107.9,0.7085,0.2132372397,3.9,1.2678,7368.60009765625
2019-06-14,BP.L,538.9000244140625,107.9,0.7085,0.2132372397,3.9,1.2601,7345.7998046875
2019-06-17,BP.L,536.0,107.9,0.7085,0.2132372397,3.9,1.2568,7357.2998046875
2019-06-18,BP.L,545.9000244140625,107.9,0.7085,0.2132372397,3.9,1.2547,7443.0
2019-06-19,BP.L,541.5999755859375,107.9,0.7085,0.2132372397,3.9,1.2625,7403.5
2019-06-20,BP.L,549.2999877929688,107.9,0.7085,0.2132372397,3.9,1.27,7424.39990234375
2019-06-21,BP.L,556.2000122070312,107.9,0.7085,0.2132372397,3.9,1.2703,7407.5
2019-06-24,BP.L,550.2999877929688,107.9,0.7085,0.2132372397,3.9,1.2728,7416.7001953125
2019-06-25,BP.L,551.0,107.9,0.7085,0.2132372397,3.9,1.2721,7422.39990234375
2019-06-26,BP.L,554.5,107.9,0.7085,0.2132372397,3.9,1.2697,7416.39990234375
2019-06-27,BP.L,550.7000122070312,107.9,0.7085,0.2132372397,3.9,1.2674,7402.2998046875
2019-06-28,BP.L,548.5999755859375,107.9,0.7085,0.2132372397,3.9,1.2704,7425.60009765625
2019-07-01,BP.L,557.9000244140625,108.0,0.709,0.5506279285,3.9,1.2644,7497.5
2019-07-02,BP.L,555.9000244140625,108.0,0.709,0.5506279285,3.9,1.2599,7559.2001953125
2019-07-03,BP.L,546.2999877929688,108.0,0.709,0.5506279285,3.9,1.2568,7609.2998046875
